[0] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2923312553, 'fix_type': 3, 'lat': 462865373, 'lon': 213863903, 'alt': 128700, 'eph': 190, 'epv': 283, 'vel': 14, 'cog': 11050, 'satellites_visible': 11, 'alt_ellipsoid': 0, 'h_acc': 1900, 'v_acc': 2830, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[67] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2959484109, 'fix_type': 3, 'lat': 462864932, 'lon': 213865035, 'alt': 121780, 'eph': 245, 'epv': 291, 'vel': 6, 'cog': 12750, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 2450, 'v_acc': 2910, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[68] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2960008179, 'fix_type': 3, 'lat': 462864927, 'lon': 213865057, 'alt': 121930, 'eph': 244, 'epv': 290, 'vel': 6, 'cog': 12750, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 2440, 'v_acc': 2900, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[69] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2960532205, 'fix_type': 3, 'lat': 462864916, 'lon': 213865076, 'alt': 121940, 'eph': 242, 'epv': 289, 'vel': 13, 'cog': 12750, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 2420, 'v_acc': 2890, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[70] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2961055235, 'fix_type': 3, 'lat': 462864916, 'lon': 213865086, 'alt': 121850, 'eph': 241, 'epv': 289, 'vel': 5, 'cog': 12750, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 2410, 'v_acc': 2890, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[71] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2961580326, 'fix_type': 3, 'lat': 462864913, 'lon': 213865119, 'alt': 121860, 'eph': 238, 'epv': 287, 'vel': 24, 'cog': 12750, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 2380, 'v_acc': 2870, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[72] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2962102980, 'fix_type': 3, 'lat': 462864926, 'lon': 213865138, 'alt': 121640, 'eph': 232, 'epv': 280, 'vel': 23, 'cog': 12750, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 2320, 'v_acc': 2800, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[73] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2962627116, 'fix_type': 3, 'lat': 462864950, 'lon': 213865161, 'alt': 121380, 'eph': 227, 'epv': 275, 'vel': 26, 'cog': 12750, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 2270, 'v_acc': 2750, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[74] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2963151850, 'fix_type': 3, 'lat': 462864959, 'lon': 213865179, 'alt': 121230, 'eph': 223, 'epv': 272, 'vel': 31, 'cog': 11470, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 2230, 'v_acc': 2720, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[75] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2963676335, 'fix_type': 3, 'lat': 462864967, 'lon': 213865180, 'alt': 121170, 'eph': 221, 'epv': 271, 'vel': 22, 'cog': 11470, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 2210, 'v_acc': 2710, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[76] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2964725084, 'fix_type': 3, 'lat': 462864994, 'lon': 213865203, 'alt': 120590, 'eph': 215, 'epv': 262, 'vel': 22, 'cog': 13020, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 2150, 'v_acc': 2620, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[77] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2965248817, 'fix_type': 3, 'lat': 462865001, 'lon': 213865205, 'alt': 120820, 'eph': 213, 'epv': 255, 'vel': 34, 'cog': 13020, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 2130, 'v_acc': 2550, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[78] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2965773324, 'fix_type': 3, 'lat': 462865008, 'lon': 213865248, 'alt': 121120, 'eph': 208, 'epv': 244, 'vel': 25, 'cog': 13020, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 2080, 'v_acc': 2440, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[79] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2966297670, 'fix_type': 3, 'lat': 462865005, 'lon': 213865285, 'alt': 121360, 'eph': 206, 'epv': 241, 'vel': 41, 'cog': 12170, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 2060, 'v_acc': 2410, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[80] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2966821088, 'fix_type': 3, 'lat': 462864993, 'lon': 213865329, 'alt': 121540, 'eph': 204, 'epv': 238, 'vel': 26, 'cog': 13860, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 2040, 'v_acc': 2380, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[81] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2967346352, 'fix_type': 3, 'lat': 462864987, 'lon': 213865370, 'alt': 121690, 'eph': 203, 'epv': 234, 'vel': 38, 'cog': 12630, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 2030, 'v_acc': 2340, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[82] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2967869490, 'fix_type': 3, 'lat': 462864992, 'lon': 213865397, 'alt': 121880, 'eph': 202, 'epv': 231, 'vel': 56, 'cog': 10980, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 2020, 'v_acc': 2310, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[83] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2968394351, 'fix_type': 3, 'lat': 462864991, 'lon': 213865436, 'alt': 122000, 'eph': 200, 'epv': 227, 'vel': 53, 'cog': 9290, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 2000, 'v_acc': 2270, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[84] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2968919246, 'fix_type': 3, 'lat': 462864993, 'lon': 213865461, 'alt': 122030, 'eph': 199, 'epv': 225, 'vel': 37, 'cog': 8630, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1990, 'v_acc': 2250, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[85] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2969442127, 'fix_type': 3, 'lat': 462864980, 'lon': 213865501, 'alt': 121990, 'eph': 197, 'epv': 221, 'vel': 44, 'cog': 11440, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1970, 'v_acc': 2210, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[86] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2969965946, 'fix_type': 3, 'lat': 462864977, 'lon': 213865545, 'alt': 121930, 'eph': 194, 'epv': 218, 'vel': 42, 'cog': 9680, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1940, 'v_acc': 2180, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[87] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2970489446, 'fix_type': 3, 'lat': 462864975, 'lon': 213865569, 'alt': 121940, 'eph': 193, 'epv': 217, 'vel': 50, 'cog': 10670, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1930, 'v_acc': 2170, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[88] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2971013789, 'fix_type': 3, 'lat': 462864965, 'lon': 213865612, 'alt': 122000, 'eph': 192, 'epv': 215, 'vel': 50, 'cog': 11730, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1920, 'v_acc': 2150, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[89] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2971538807, 'fix_type': 3, 'lat': 462864967, 'lon': 213865644, 'alt': 122070, 'eph': 190, 'epv': 212, 'vel': 45, 'cog': 10310, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1900, 'v_acc': 2120, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[90] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2972063212, 'fix_type': 3, 'lat': 462864952, 'lon': 213865695, 'alt': 122160, 'eph': 188, 'epv': 210, 'vel': 63, 'cog': 12710, 'satellites_visible': 13, 'alt_ellipsoid': 0, 'h_acc': 1880, 'v_acc': 2100, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[91] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2972587371, 'fix_type': 3, 'lat': 462864941, 'lon': 213865756, 'alt': 122240, 'eph': 186, 'epv': 208, 'vel': 63, 'cog': 11490, 'satellites_visible': 13, 'alt_ellipsoid': 0, 'h_acc': 1860, 'v_acc': 2080, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[92] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2973112047, 'fix_type': 3, 'lat': 462864933, 'lon': 213865795, 'alt': 122280, 'eph': 184, 'epv': 206, 'vel': 55, 'cog': 11800, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1840, 'v_acc': 2060, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[93] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2974161181, 'fix_type': 3, 'lat': 462864903, 'lon': 213865918, 'alt': 122270, 'eph': 181, 'epv': 203, 'vel': 64, 'cog': 12370, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1810, 'v_acc': 2030, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[94] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2974685211, 'fix_type': 3, 'lat': 462864894, 'lon': 213865957, 'alt': 122260, 'eph': 180, 'epv': 202, 'vel': 54, 'cog': 12120, 'satellites_visible': 13, 'alt_ellipsoid': 0, 'h_acc': 1800, 'v_acc': 2020, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[95] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2975209667, 'fix_type': 3, 'lat': 462864889, 'lon': 213866014, 'alt': 122280, 'eph': 179, 'epv': 201, 'vel': 59, 'cog': 10630, 'satellites_visible': 13, 'alt_ellipsoid': 0, 'h_acc': 1790, 'v_acc': 2010, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[96] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2975733917, 'fix_type': 3, 'lat': 462864887, 'lon': 213866041, 'alt': 122260, 'eph': 179, 'epv': 200, 'vel': 49, 'cog': 10960, 'satellites_visible': 13, 'alt_ellipsoid': 0, 'h_acc': 1790, 'v_acc': 2000, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[97] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2976257324, 'fix_type': 3, 'lat': 462864876, 'lon': 213866081, 'alt': 122140, 'eph': 179, 'epv': 200, 'vel': 57, 'cog': 11300, 'satellites_visible': 13, 'alt_ellipsoid': 0, 'h_acc': 1790, 'v_acc': 2000, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[98] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2976782041, 'fix_type': 3, 'lat': 462864880, 'lon': 213866118, 'alt': 122160, 'eph': 178, 'epv': 199, 'vel': 39, 'cog': 9670, 'satellites_visible': 13, 'alt_ellipsoid': 0, 'h_acc': 1780, 'v_acc': 1990, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[99] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2977305819, 'fix_type': 3, 'lat': 462864876, 'lon': 213866136, 'alt': 122120, 'eph': 178, 'epv': 199, 'vel': 45, 'cog': 11220, 'satellites_visible': 13, 'alt_ellipsoid': 0, 'h_acc': 1780, 'v_acc': 1990, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[100] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2977830938, 'fix_type': 3, 'lat': 462864879, 'lon': 213866168, 'alt': 121950, 'eph': 177, 'epv': 198, 'vel': 39, 'cog': 11220, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1770, 'v_acc': 1980, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[101] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2978356023, 'fix_type': 3, 'lat': 462864879, 'lon': 213866191, 'alt': 121940, 'eph': 177, 'epv': 197, 'vel': 39, 'cog': 11220, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1770, 'v_acc': 1970, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[102] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2978880307, 'fix_type': 3, 'lat': 462864878, 'lon': 213866222, 'alt': 121950, 'eph': 177, 'epv': 196, 'vel': 42, 'cog': 11080, 'satellites_visible': 13, 'alt_ellipsoid': 0, 'h_acc': 1770, 'v_acc': 1960, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[103] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2979404310, 'fix_type': 3, 'lat': 462864883, 'lon': 213866251, 'alt': 121970, 'eph': 177, 'epv': 196, 'vel': 16, 'cog': 9830, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1770, 'v_acc': 1960, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[104] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2979927080, 'fix_type': 3, 'lat': 462864890, 'lon': 213866266, 'alt': 121960, 'eph': 177, 'epv': 197, 'vel': 36, 'cog': 9830, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1770, 'v_acc': 1970, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[105] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2980450683, 'fix_type': 3, 'lat': 462864897, 'lon': 213866296, 'alt': 122040, 'eph': 179, 'epv': 197, 'vel': 34, 'cog': 9830, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1790, 'v_acc': 1970, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[106] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2980975821, 'fix_type': 3, 'lat': 462864900, 'lon': 213866318, 'alt': 122020, 'eph': 180, 'epv': 197, 'vel': 49, 'cog': 9830, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1800, 'v_acc': 1970, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[107] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2982024148, 'fix_type': 3, 'lat': 462864904, 'lon': 213866373, 'alt': 122050, 'eph': 184, 'epv': 199, 'vel': 19, 'cog': 9830, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1840, 'v_acc': 1990, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[108] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2982548310, 'fix_type': 3, 'lat': 462864901, 'lon': 213866381, 'alt': 122030, 'eph': 184, 'epv': 199, 'vel': 20, 'cog': 9830, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1840, 'v_acc': 1990, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[109] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2983073282, 'fix_type': 3, 'lat': 462864886, 'lon': 213866404, 'alt': 122040, 'eph': 185, 'epv': 199, 'vel': 44, 'cog': 12960, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1850, 'v_acc': 1990, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[110] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2983596965, 'fix_type': 3, 'lat': 462864855, 'lon': 213866403, 'alt': 121960, 'eph': 186, 'epv': 200, 'vel': 47, 'cog': 16890, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1860, 'v_acc': 2000, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[111] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2984120150, 'fix_type': 3, 'lat': 462864834, 'lon': 213866403, 'alt': 121970, 'eph': 187, 'epv': 200, 'vel': 54, 'cog': 17290, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1870, 'v_acc': 2000, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[112] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2984644567, 'fix_type': 3, 'lat': 462864797, 'lon': 213866423, 'alt': 121970, 'eph': 187, 'epv': 200, 'vel': 66, 'cog': 16150, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1870, 'v_acc': 2000, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
[113] [GPS_RAW_INT] {'mavpackettype': 'GPS_RAW_INT', 'time_usec': 2985168495, 'fix_type': 3, 'lat': 462864779, 'lon': 213866424, 'alt': 121910, 'eph': 187, 'epv': 200, 'vel': 45, 'cog': 17370, 'satellites_visible': 14, 'alt_ellipsoid': 0, 'h_acc': 1870, 'v_acc': 2000, 'vel_acc': 0, 'hdg_acc': 0, 'yaw': 0}
